#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2016-10-03 18:53:10
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2016-10-04 05:41:47 W3SVC3236 GET /images/red-line.png - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/css/style.css www.xtruline.com 200 0 0 3083 366 159
2016-10-04 05:41:47 W3SVC3236 GET /images/contact-banner.jpg - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/css/style.css www.xtruline.com 200 0 0 14009 372 335
2016-10-04 05:41:47 W3SVC3236 GET /images/about-bgline.jpg - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/css/style.css www.xtruline.com 200 0 0 10945 370 517
2016-10-04 05:49:33 W3SVC3236 GET /robots.txt - - 45.79.103.178 HTTP/1.1 Mozilla/5.0+(compatible;+Uptimebot/1.0;++http://www.uptime.com/uptimebot) - - xtruline.com 404 0 2 1405 158 496
2016-10-04 05:49:34 W3SVC3236 HEAD / - - 45.79.103.178 HTTP/1.1 Mozilla/5.0+(compatible;+Uptimebot/1.0;++http://www.uptime.com/uptimebot) - http://uptime.com/xtruline.com xtruline.com 200 0 0 248 167 234
2016-10-04 05:49:34 W3SVC3236 GET / - - 45.79.103.178 HTTP/1.1 Mozilla/5.0+(compatible;+Uptimebot/1.0;++http://www.uptime.com/uptimebot) - - xtruline.com 200 0 0 1716 148 460
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2016-10-04 06:33:58
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2016-10-04 06:33:58 W3SVC3236 GET /robots.txt - - 144.76.29.162 HTTP/1.0 Mozilla/5.0+(compatible;+MJ12bot/v1.4.5;+http://www.majestic12.co.uk/bot.php?+) - - xtruline.com 404 0 2 1424 173 498
2016-10-04 06:34:00 W3SVC3236 GET /materials.html - - 144.76.29.162 HTTP/1.0 Mozilla/5.0+(compatible;+MJ12bot/v1.4.5;+http://www.majestic12.co.uk/bot.php?+) - - xtruline.com 200 0 0 15286 388 680
2016-10-04 06:34:01 W3SVC3236 GET /robots.txt - - 144.76.29.162 HTTP/1.0 Mozilla/5.0+(compatible;+MJ12bot/v1.4.5;+http://www.majestic12.co.uk/bot.php?+) - - www.xtruline.com 404 0 2 1424 177 347
2016-10-04 06:34:04 W3SVC3236 GET /about.html - - 144.76.29.162 HTTP/1.0 Mozilla/5.0+(compatible;+MJ12bot/v1.4.5;+http://www.majestic12.co.uk/bot.php?+) - - www.xtruline.com 200 0 0 11814 388 699
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2016-10-04 07:04:54
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2016-10-04 07:04:53 W3SVC3236 GET /engine1/style.css - - 180.76.15.25 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - - xtruline.com 200 0 0 4712 231 427
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2016-10-04 07:51:23
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2016-10-04 07:51:22 W3SVC3236 GET /css/skdslider.css - - 182.74.228.34 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.143+Safari/537.36 - http://xtruline.com/ xtruline.com 200 0 0 2366 332 414
2016-10-04 07:51:23 W3SVC3236 GET / - - 182.74.228.34 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.143+Safari/537.36 - - xtruline.com 200 0 0 5136 370 1932
2016-10-04 07:51:24 W3SVC3236 GET /js/skdslider.min.js - - 182.74.228.34 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.143+Safari/537.36 - http://xtruline.com/ xtruline.com 200 0 0 5462 319 1705
2016-10-04 07:51:28 W3SVC3236 GET /css/style.css - - 182.74.228.34 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.143+Safari/537.36 - http://xtruline.com/ xtruline.com 200 0 0 20573 328 5470
2016-10-04 07:51:55 W3SVC3236 GET / - - 182.74.228.34 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.143+Safari/537.36 - - www.xtruline.com 200 0 0 5136 374 854
2016-10-04 07:51:55 W3SVC3236 GET /images/logo.jpg - - 182.74.228.34 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.143+Safari/537.36 - http://xtruline.com/ xtruline.com 200 0 64 0 340 27178
2016-10-04 07:51:55 W3SVC3236 GET /css/skdslider.css - - 182.74.228.34 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.143+Safari/537.36 - http://www.xtruline.com/ www.xtruline.com 200 0 0 2366 340 212
2016-10-04 07:51:56 W3SVC3236 GET /js/skdslider.min.js - - 182.74.228.34 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.143+Safari/537.36 - http://www.xtruline.com/ www.xtruline.com 200 0 0 5462 327 965
2016-10-04 07:51:59 W3SVC3236 GET /css/style.css - - 182.74.228.34 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.143+Safari/537.36 - http://www.xtruline.com/ www.xtruline.com 200 0 0 20573 336 4352
2016-10-04 07:52:08 W3SVC3236 GET /images/logo.jpg - - 182.74.228.34 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.143+Safari/537.36 - http://www.xtruline.com/ www.xtruline.com 200 0 0 31648 348 9956
2016-10-04 07:52:11 W3SVC3236 GET /js/jquery.js - - 182.74.228.34 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.143+Safari/537.36 - http://xtruline.com/ xtruline.com 200 0 995 0 312 48980
2016-10-04 07:52:28 W3SVC3236 GET /images/slide1.jpg - - 182.74.228.34 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.143+Safari/537.36 - http://www.xtruline.com/ www.xtruline.com 200 0 0 79597 350 18897
2016-10-04 07:53:26 W3SVC3236 GET /js/jquery.js - - 182.74.228.34 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.143+Safari/537.36 - http://www.xtruline.com/ www.xtruline.com 200 0 0 283209 320 91505
2016-10-04 07:54:05 W3SVC3236 GET /images/slide5.jpg - - 182.74.228.34 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.143+Safari/537.36 - http://www.xtruline.com/ www.xtruline.com 200 0 0 51977 350 38969
2016-10-04 07:54:06 W3SVC3236 GET /images/slide-bg-active.png - - 182.74.228.34 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.143+Safari/537.36 - http://www.xtruline.com/css/skdslider.css www.xtruline.com 200 0 0 3219 376 730
2016-10-04 07:54:08 W3SVC3236 GET /images/slide-bg.png - - 182.74.228.34 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.143+Safari/537.36 - http://www.xtruline.com/css/skdslider.css www.xtruline.com 200 0 0 3191 369 2520
2016-10-04 07:54:33 W3SVC3236 GET /images/socialmedia2.png - - 182.74.228.34 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.143+Safari/537.36 - http://www.xtruline.com/css/style.css www.xtruline.com 200 0 1236 0 369 67085
2016-10-04 07:55:13 W3SVC3236 GET /images/slide3.jpg - - 182.74.228.34 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.143+Safari/537.36 - http://www.xtruline.com/ www.xtruline.com 200 0 0 70010 350 165823
2016-10-04 07:55:59 W3SVC3236 GET /robots.txt - - 144.76.8.132 HTTP/1.0 Mozilla/5.0+(compatible;+MJ12bot/v1.4.5;+http://www.majestic12.co.uk/bot.php?+) - - www.xtruline.com 404 0 2 1424 177 304
2016-10-04 07:56:00 W3SVC3236 GET / - - 144.76.8.132 HTTP/1.0 Mozilla/5.0+(compatible;+MJ12bot/v1.4.5;+http://www.majestic12.co.uk/bot.php?+) - - www.xtruline.com 200 0 0 5155 378 452
2016-10-04 07:56:20 W3SVC3236 GET /images/slide2.jpg - - 182.74.228.34 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.143+Safari/537.36 - http://www.xtruline.com/ www.xtruline.com 200 0 0 111068 350 173547
2016-10-04 07:56:42 W3SVC3236 GET /images/slide6.jpg - - 182.74.228.34 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.143+Safari/537.36 - http://www.xtruline.com/ www.xtruline.com 200 0 0 191773 350 196102
